premise,hypothesis,genre,label
that's true that's true plus a lot of movies you need to sort of see them in a theater you know it just makes them that much better,"There are movies that are just better with the big screen and sound in the theatre. Lord of the Rings was one of them,",telephone,1
yeah she fooled you,You should have been more careful.,telephone,1
It truly was.,It was the perfect place,fiction,1
"You do not know if it was sent after Mr. Lawrence Cavendish to Wales, or whether it was put in his room?",Is there a chance it was left in Mr. Cavendish's room?,fiction,1
About eight o'clock.,"It's about eight o'clock, a.m.",fiction,1
"Away from the gardens and playgrounds, the quarter has its seedy drink and drugs, pickpockets and prostitutes.",Prostitutes and pickpockets are never far from the edges of the tourist areas.,travel,1
There is little to hold the attention here although the area has seen important historical incidents which have had a bearing on modern Jamaica.,The area is irrelevant to modern Jamaica.,travel,1
Gustave Flaubert was born in Rouen and used the city as a setting in Madame Bovary.,Flaubert was born in Rouen and lived there until he was 12.,travel,1
Another way to prevent a deadly epidemic of object insertions is to move the VCR.,There was an epidemic of object insertions last week.,slate,1
"If the request affects only one House, GAO will work with the requester to seek support for the request from either (1) the senior leaders of the affected House or",GAO will work with requesters from the home state.,government,1
Does Bradley get it?,Does Bradley get that he is dying?,slate,1
The little town of Nikko is essentially one long avenue from the railway station to the Toshogu shrine.,"Nikko has a population of under 5,000 people.",travel,1
An interesting artifact from the medieval chapter house is a door with a hole in it.,It is possible to peer through the hole in the door of the medieval chapter house.,travel,1
i'm south they're north of me,We're about an hour away.,telephone,1
it it depends on the person on the individual but uh the one factor i think,It depends on the person and we need to look carefully.,telephone,1
well a lot of pressure on them though i think uh i don't think they had the same type of enthusiasm enthusiasm or attitude probably too conservative or too,"I think they are equally excited, but more restrained in expressing those feeling.",telephone,1
"It's all very well to laugh, but I feel there might be something in it.",Laughing at the wrong time can be hurtful.,fiction,1
yeah mine too nope that's about all for mine,Mine isn't as complete.,telephone,1
"So, if these times in the United States are like the time of Nero, we have (by analogy) at least 200 more years, including another century of greatness, and perhaps another millennium.",The US is currently the greatest nation in the world.,slate,1
yeah yes you can do wonderful design it it's really  well especially when anyone who's ever done any kind of drafting or engineering  uh drawing drawing um you have to be so precise,You have to be precise when it comes to designing commercial buildings.,telephone,1
i think you have to put in perspective that you know when the kids came home from school i wanted to be here i didn't want i don't want a job where i'm traveling around and and i'm away and uh,I want to be there when kids are there but I have to travel.,telephone,1
Little of Leonardo's weirdness is conveyed by the Codex Leicester exhibit--though Isabella Rosellini's blue-velveteen voice narrating the exhibit's eight-minute biographical video helps somewhat.,Isabella Rosellini describes Leonardo's life in the video.,slate,1
