premise,hypothesis,genre,label
Nevertheless--the nevertheless paragraph ineluctably follows the to be sure one--it would be a mistake to try to turn back the clock.,Attempting to turn back the clock would be a mistake.,slate,0
"Since age may affect the results of the tests, it would enhance the value and comparability of the data if the same species in the same life stages were used throughout a monitoring program at a given facility.",The monitoring program would work best if the same species were used at a facility.,government,0
"The chief had to work nights, because he wasn't as skilled as his slight colleague from the far corner of the programmers' room.",His colleague was more skilled than the chief himself was. ,fiction,0
You will hear it everywhere.,You are going to hear it wherever you go.,travel,0
where some aspects will be mandatory um-hum,Some aspects will be mandatory.,telephone,0
They are sending some of the sky to you.,They are going to give you a piece of the sky.,fiction,0
There was no doubt that the moment had come for me to take the lead. ,It was time for me to take the lead.,fiction,0
"In fact, I was at peace with the world. ",I was at peace.,fiction,0
There's also a direct bus to this point from the Shinjuku bus terminal in Tokyo that takes about two and a half hours.,There is a bus that comes here directly from Shinjuku bus terminal.,travel,0
The second 'scandal' she spoke of was not the same as the first ”and it concerned herself! ,She was involved in the second scandal.,fiction,0
that's not too bad,It's not awful,telephone,0
"Income, 1998 35 Figure 1.5:Pensions, Income from Accumulated Assets, and Earnings",Figure 1.5: includes pensions. ,government,0
so yeah it's going to be uh let's see next year i guess it will be an antique,It will be an antique next year.,telephone,0
"The government's lawyers suspect that the real source of Lamberth's ire is not the sloppy sentence in an affidavit but the government attorneys' hardball tactics and unwillingness to compromise, which drew the case out for four years .",They did not want to budge which resulted in the case taking a few years.,slate,0
But my pager went off before I could start.,"However, my pager stopped before I started.",slate,0
so uh i do although i'm a lawyer's daughter and i have lawyer's and judges on both sides of the family and uncles and cousins and things like that i really,"Well, I do, but my family is deeply involved in the legal profession.",telephone,0
You git over to th' Four Jacks.,Four Jacks is where you should go.,fiction,0
Where is Mrs. Inglethorp?,Have you seen Mrs. Inglethorp?,fiction,0
no right well i i have trouble right well i have trouble with one too in fact sometimes if i even just twist wrong my kneecap will pop off so you know um walking seems to be the one and it it really seems to be,I have trouble with my kneecap popping off if I twist wrong. ,telephone,0
uh-huh uh-huh i think people are getting more interested and they are more concerned and we're just we're just real concerned about this incinerator because we really they want to put it right in uh in between two of our main water sheds that feed the Clarion River River,I think people are more interested.,telephone,0
"Even on the project, while working with his uncle, he had seen little of what went on, and hadn't really understood that, except when it produced data that he could feed into his computer.","He didn't know how to interpret what went on, but he put the data into his computer anyways.",fiction,0
Alternative delivery is particularly difficult because of the so called mail box law which prohibits any one but the,"In particular, the mailbox law makes it hard to conduct alternate deliveries.",government,0
data-processing explicitly described?,Data-processing thoroughly described?,government,0
"In answer to the objection that urine tests reveal only very recent use of hard drugs, Bruce Reed says that before long, drug-testing technology will have advanced from urine to hair tests, which may reveal chemical traces for up to a year.",Hair tests to reveal drug use may reveal chemical traces for up to a year.,slate,0
General Accounting Office (GAO) report highlighted the increasing frequency and changing nature of corporate earnings restatements.,GAO reports showed that corporate earnings were restated more and more frequently.,government,0
"It was a quite good idea too, and the next SMS ('All at cart by unintentionally only honest lamb') convinced him it was the best idea of his life.",There was a good idea and the best one of life. ,fiction,0
"Nearby is the Catedral de San Isidro, built in the early 1600s and long the provisional cathedral of Madrid.",The cathedral is the provisional one of Madrid.,travel,0
